SiteID,Node_osmid,Site_Lat,Site_Lon,Node_Lat,Node_Lon,Distance
395,252322909,53.32600837,-6.315931338,53.3260104,-6.3159249,6.75046250467105e-06
396,224035897,53.343479,-6.288372,53.3435055,-6.2883728,2.6512072718744844e-05
399,389620,53.343459,-6.284836,53.3434892,-6.2848565,3.6500547939010665e-05
402,135109495,53.33990499,-6.260595685,53.3408259,-6.2613494,0.0011900258523751307
403,3594514235,53.3493704,-6.25402901,53.349195,-6.254395,0.00040584952888783393
404,2399564654,53.34775024,-6.291860055,53.3477366,-6.2917066,0.00015406000981765428
405,11676194,53.367454,-6.272099,53.3674695,-6.2724071,0.00030848964326176645
408,11675194,53.36146888,-6.290767193,53.3613326,-6.2908503,0.00015962146424864138
410,25757806,53.32825418,-6.336800411,53.3293757,-6.3361877,0.0012779756961367639
411,947981611,53.31771506,-6.20988357,53.3177197,-6.209651,0.0002326162816740078
412,196244458,53.3422799,-6.3461875,53.3412793,-6.3466209,0.0010904292365893859
416,20447276,53.3559038,-6.261015,53.3558125,-6.2609825,9.691202195930702e-05
418,26756133,53.347297,-6.268342,53.3464833,-6.2680572,0.000862101345545383
419,10307572682,53.3501487,-6.2668778,53.350118,-6.2671773,0.00030106932756445896
420,26913464,53.346964,-6.291095,53.3469599,-6.2911227,2.8001785656604663e-05
421,442374639,53.33886,-6.256589,53.3388199,-6.2564972,0.00010017609495257511
422,11675212,53.361587,-6.298221,53.3616128,-6.2981715,5.5820157651014345e-05
423,32475486,53.33872604,-6.29984438,53.3386564,-6.2997445,0.0001217610118217541
425,2375592345,53.384196,-6.215786,53.3842101,-6.2159638,0.00017835820698795487
428,8066331593,53.3700733,-6.2481006,53.3696531,-6.24826,0.0004494178456632818
429,15413104,53.35890489,-6.28162526,53.3589039,-6.2815999,2.537931638193951e-05
430,1276537837,53.382539,-6.276368,53.3825391,-6.2763241,4.390011389472387e-05
431,26389432,53.3851968,-6.2246867,53.3851321,-6.2245121,0.000186202175069099
433,12283573,53.39002,-6.311419,53.390096,-6.3115044,0.00011432042687087925
434,2791792365,53.318288,-6.303181,53.3183482,-6.3032801,0.00011595192969498007
435,12428287,53.3645539,-6.2860141,53.3644495,-6.2857354,0.0002976122477310721
437,389142086,53.312752,-6.2823998,53.3126142,-6.2824372,0.00014278515329420901
438,3128331363,53.352377,-6.283848,53.3523587,-6.2839247,7.885290102328866e-05
439,7015043136,53.34544,-6.24845,53.3454463,-6.248443,9.417536829983407e-06
441,31926608,53.3160294,-6.2051674,53.3161792,-6.2052814,0.00018824462807947442
443,1422227417,53.36316923,-6.221922142,53.3631443,-6.2219269,2.537998155527697e-05
445,31926998,53.35789497,-6.234191937,53.3578841,-6.2342077,1.914756039079288e-05
447,12867290,53.39853006,-6.307075024,53.3985359,-6.3071097,3.51643367057995e-05
448,50881047,53.32276631,-6.237924689,53.322883,-6.2381645,0.00026669434156120715
451,2761886769,53.3332287,-6.2114083,53.3326195,-6.210746,0.0008998699517150149
452,32335109,53.32427925,-6.221443456,53.3245329,-6.2215888,0.00029234089833340835
453,15852436,53.3357516,-6.3469122,53.3361381,-6.3470638,0.00041516841160915886
454,5166592132,53.34217525,-6.254550113,53.3421915,-6.2545411,1.858215996718912e-05
455,12428755,53.363481,-6.30392,53.3634886,-6.3039383,1.9815398052305197e-05
456,240407606,53.391514,-6.194901,53.3914732,-6.1948343,7.818906573180004e-05
457,295514385,53.38699934,-6.147565137,53.3861727,-6.1484757,0.0012298205830802646
458,12639654,53.375806,-6.286491,53.3757496,-6.2864723,5.9419272966005466e-05
459,249188556,53.3726239,-6.2836164,53.372606,-6.2835679,5.169777558113224e-05
460,59802253,53.31538089,-6.276670985,53.3154368,-6.276363,0.00031301867088894767
461,9959608740,53.36994819,-6.2246933,53.3699026,-6.2246958,4.5658494280058874e-05
462,32334978,53.338799,-6.2391914,53.3387082,-6.2391062,0.00012451377434017133
463,335972562,53.3379265,-6.3232042,53.3379354,-6.3233238,0.00011993068831568461
464,4207104747,53.314828,-6.296024,53.3146709,-6.2961367,0.00019334347674172648
465,659804,53.3382404,-6.247718081,53.3382323,-6.2476993,2.045326284340907e-05
467,12119418,53.39686654,-6.187125729,53.3973532,-6.1870837,0.0004884714858013681
468,108008696,53.396115,-6.162508,53.3961438,-6.1625229,3.24260697547812e-05
470,13128590,53.368239,-6.317839,53.3677898,-6.3181143,0.0005268498173152687
471,11970102178,53.3176756,-6.3341123,53.3175046,-6.3337669,0.0003854116760049217
472,6988362473,53.345606,-6.379581,53.3404837,-6.3781318,0.005323357768360398
473,1420114293,53.3101304,-6.3029004,53.3101012,-6.3031401,0.00024147200665902203
476,267425322,53.35498292,-6.229219555,53.3549844,-6.2292111,8.583555499594587e-06
477,671007,53.32133995,-6.330980875,53.321312,-6.3308432,0.00014048347990083956
478,358543459,53.335948,-6.297474,53.3360409,-6.2979121,0.0004478415121436783
479,60793454,53.32340936,-6.2500353,53.323412,-6.2501405,0.00010523312026084084
480,658476,53.3247998,-6.2069724,53.3251335,-6.207114,0.00036249999999889805
481,2955929597,53.3384948,-6.3480303,53.3383902,-6.3480619,0.00010926902580371068
483,1294904417,53.357604,-6.2600286,53.3574795,-6.2597863,0.0002724142800980915
484,322699665,53.3578859,-6.268684,53.3578255,-6.2687718,0.00010656922632809274
485,2754160005,53.38408797,-6.294061344,53.3840526,-6.2940847,4.2385606477073675e-05
486,3124957094,53.34249634,-6.293685634,53.3424165,-6.2939065,0.0002348536045194712
487,4238353,53.32927237,-6.334426033,53.3291226,-6.3344069,0.0001509871669680138
488,196400735,53.3421615,-6.351317,53.3421799,-6.3513073,2.0800240378432746e-05
489,12428402,53.35599952,-6.287862085,53.3555922,-6.2876763,0.00044768923219763084
490,1499519378,53.3103493,-6.2817733,53.3112059,-6.2820784,0.0009093126909911196
492,1422244191,53.36811007,-6.21206845,53.3681336,-6.2121645,9.88901582563188e-05
493,2375593291,53.38566688,-6.228942275,53.3850371,-6.2288319,0.0006393789870100961
494,11522103075,53.38236051,-6.149561048,53.3823134,-6.1496407,9.25407650916254e-05
495,305249557,53.400058,-6.19837,53.4001383,-6.1979069,0.0004700103190350216
496,244448522,53.3266191,-6.2431453,53.3267815,-6.2432875,0.00021585782357888558
498,196201412,53.34953624,-6.353243887,53.3497698,-6.3532018,0.0002373216997412608
500,276338896,53.371902,-6.2372442,53.3719443,-6.2371504,0.00010289669576992929
501,26914918,53.34272328,-6.32162641,53.3426974,-6.3219,0.00027481132163740667
502,32336206,53.33942554,-6.307734717,53.3394194,-6.3077299,7.804043121436807e-06
503,1431043205,53.3418287,-6.3075832,53.3418446,-6.3078452,0.00026248201843201023
504,49249328,53.30995462,-6.273602509,53.3099893,-6.2735742,4.476719648279801e-05
505,26389398,53.3843225,-6.2180561,53.3843325,-6.2180683,1.5774663226546916e-05
506,2418853345,53.3590888,-6.1958659,53.3589246,-6.1959631,0.00019081268301690766
507,11675200,53.36373523,-6.282404065,53.3637998,-6.282549,0.00015866770032083334
508,12284046,53.392833,-6.245973,53.3928344,-6.2460218,4.882007783681888e-05
509,255237722,53.33925435,-6.216507913,53.339249,-6.2164945,1.4440604868186473e-05
510,11675543,53.387314,-6.298282,53.3872916,-6.2983335,5.616057336095716e-05
511,2416518731,53.36393054,-6.195366383,53.3638655,-6.1953643,6.507334698951167e-05
513,2801734585,53.34986394,-6.250992591,53.3498553,-6.2509568,3.6819088540654423e-05
514,2488198610,53.31987443,-6.288050115,53.3198562,-6.2880713,2.7948830478097577e-05
515,1261494717,53.371264,-6.329215,53.371252,-6.3292887,7.467054305444987e-05
516,298543130,53.3876804,-6.2580681,53.3875642,-6.2577433,0.0003449601136370416
517,122500884,53.3803857,-6.236131,53.3803024,-6.2362624,0.0001555790795704011
518,305240561,53.396099,-6.2109265,53.3950749,-6.2113863,0.0011225848965687611
519,552390280,53.37761318,-6.276753364,53.3775909,-6.276753,2.2282973226741483e-05
520,670995,53.31928,-6.315243,53.3191161,-6.3150514,0.0002521383945355473
521,27398659,53.37936936,-6.240419447,53.3793551,-6.240546,0.00012735387473135001
522,21620584,53.33394413,-6.262979381,53.3340931,-6.2630084,0.00015177010002104
524,301816289,53.39038876,-6.189186275,53.3903625,-6.1891666,3.2813003899624864e-05
526,666331,53.3404516,-6.3155784,53.3402647,-6.3157507,0.00025420247835345464
527,1707040328,53.3773824,-6.2246943,53.3773101,-6.2248425,0.00016489551237037069
528,11675241,53.379786,-6.28828,53.3797318,-6.288317,6.562499523883513e-05
530,2789181648,53.32240985,-6.294456571,53.3222408,-6.2943254,0.0002139713385941432
531,241019410,53.37142931,-6.202690965,53.371431,-6.2026442,4.679552676308098e-05
532,305255381,53.3976418,-6.2295637,53.3983954,-6.2300529,0.0008984595705948502
533,12428385,53.362704,-6.301878,53.3627618,-6.3018582,6.109729944988657e-05
536,97229759,53.32807166,-6.208759309,53.3280632,-6.2087476,1.4445493448054303e-05
540,13228187,53.39784705,-6.224204176,53.3978188,-6.2239303,0.00027532912282534754
541,440865170,53.36665212,-6.304971723,53.3685819,-6.3047356,0.0019441720395960893
542,12280693,53.387839,-6.238206,53.3879239,-6.2373446,0.0008655737807946791
543,1513152857,53.38829513,-6.214774617,53.3883107,-6.2148033,3.263647329060643e-05
544,25757770,53.3459452,-6.3513999,53.3457505,-6.351482,0.00021130191669891293
545,32436421,53.3828948,-6.1761677,53.3829248,-6.176188,3.622278288207726e-05
546,1422238142,53.3709272,-6.206791,53.3709467,-6.2067241,6.968400103357193e-05
547,1420119485,53.3067128,-6.301091,53.3070493,-6.3012113,0.0003573574401100816
548,91548742,53.317534,-6.285995,53.3171165,-6.286768,0.0008785415471135982
549,1432597820,53.39185354,-6.214926536,53.3918466,-6.2149488,2.332057666490831e-05
550,32335005,53.33639481,-6.24257178,53.3363935,-6.2425773,5.673314728355979e-06
551,192306684,53.3423246,-6.3542352,53.3424465,-6.3546914,0.0004722055166992028
552,147065693,53.344392,-6.376485,53.34397,-6.3737348,0.0027823881900262324
553,196244405,53.34239,-6.338905,53.3423864,-6.338922,1.7376996288666943e-05
554,8515209634,53.3431763,-6.3650815,53.343175,-6.3650572,2.4334748817085566e-05
555,3895050826,53.3843805,-6.2652356,53.3850243,-6.2646468,0.0008724470642953385
556,266998234,53.3697792,-6.277816711,53.3700537,-6.2785698,0.0008015567926969549
557,1130327671,53.393176,-6.263567,53.3931676,-6.2641009,0.0005339660757011772
558,28243741,53.363385,-6.265871,53.363286,-6.2659732,0.00014228787720629773
559,111887507,53.34793052,-6.246103994,53.3479516,-6.2461021,2.1164915216985442e-05
560,26496178,53.374524,-6.256956,53.3744605,-6.2569005,8.433563896905368e-05
561,661392,53.38010538,-6.177531807,53.3798587,-6.1783106,0.000816926899575371
562,541012211,53.368628,-6.260838,53.3686588,-6.2610988,0.00026261241402503215
563,541012197,53.370281,-6.263775,53.3701318,-6.2636664,0.00018453888478766513
564,2496354326,53.319071,-6.234046,53.3191316,-6.2339715,9.603442091116625e-05
565,26496119,53.365964,-6.264514,53.3659401,-6.2644441,7.387299912503672e-05
566,5120232218,53.40150126,-6.264615655,53.4011311,-6.2644449,0.0004076465327058327
568,5543790701,53.38881722,-6.298634242,53.3889066,-6.2987408,0.000139080522589194
569,12280637,53.394033,-6.166281,53.3940436,-6.1661695,0.00011200272318151329
570,266381464,53.37808875,-6.28258769,53.3780888,-6.2826311,4.341002879516148e-05
571,305247750,53.4046087,-6.1883813,53.4027967,-6.1877205,0.0019287303181049675
573,364875071,53.33266689,-6.329490687,53.332901,-6.3303199,0.0008616273506974455
574,1410013998,53.326239,-6.294569,53.325765,-6.296767,0.0022485284076487733
575,49373107,53.38694732,-6.17362034,53.3872346,-6.1739384,0.0004285930027437948
576,666739,53.316102,-6.258838,53.3161371,-6.2585048,0.0003350436538719792
577,666333,53.32107133,-6.254677774,53.3211075,-6.2540705,0.0006083502116179784
578,528733733,53.3898106,-6.3056651,53.3895552,-6.305413,0.0003588642779661515
579,249200901,53.37877,-6.296612,53.3786679,-6.2968134,0.00022580161646863385
580,11675230,53.379361,-6.310933,53.3792546,-6.310624,0.00032680569150541873
582,1420456308,53.34419545,-6.276349215,53.3441495,-6.2763269,5.108191191644848e-05
583,414606481,53.318081,-6.233528,53.3181556,-6.2334174,0.00013340734612276046
584,240088621,53.34966933,-6.22692356,53.3496912,-6.22702,9.88886773105222e-05
585,3650706969,53.395425,-6.163114,53.3960616,-6.1625632,0.0008418076977552918
586,31936602,53.3773202,-6.2155529,53.3773138,-6.2154624,9.072601611398734e-05
587,671008,53.317764,-6.332609,53.3179881,-6.3326503,0.00022787386862439435
588,342090115,53.3359902,-6.2988976,53.3359664,-6.2990674,0.0001714598495277695
589,31093609,53.340156,-6.223261,53.3401086,-6.2231173,0.00015131572951910377
590,301841803,53.399648,-6.159334,53.3996219,-6.1597484,0.000415221109771099
591,28850709,53.3826664,-6.2129617,53.3826698,-6.2128261,0.00013564261867150148
592,4781980869,53.396963,-6.267111,53.3963613,-6.2675533,0.0007467745175064365
593,1422238139,53.36109691,-6.227780202,53.3641497,-6.2278412,0.003053399341732537
594,163132021,53.3680694,-6.2274334,53.3678049,-6.2273532,0.00027639155196946733
595,15482551,53.356639,-6.29659,53.3565877,-6.29638,0.0002161751373314915
596,6378829642,53.3745192,-6.2458056,53.3745567,-6.2457292,8.510705023510999e-05
597,16054038,53.369758,-6.32459,53.3697395,-6.3246009,2.1472307744098014e-05
598,658542,53.3346469,-6.2142741,53.3345367,-6.2144905,0.00024284357105033434
599,671023,53.3094976,-6.2847642,53.3095497,-6.284684,9.56370743993022e-05
600,240088626,53.3524713,-6.224957739,53.3525043,-6.2249473,3.461174253224975e-05
601,2771294716,53.3717,-6.332251,53.3719413,-6.3318719,0.0004493801286248878
602,26496430,53.390134,-6.2745,53.389213,-6.2740934,0.0010067594350238645
603,240396199,53.38294666,-6.20465646,53.3827052,-6.2045278,0.0002735988435691827
604,1530041867,53.3826216,-6.2062264,53.3830431,-6.2058514,0.0005641695223967561
605,1607386,53.3811174,-6.2454129,53.3810396,-6.2453595,9.43631283919371e-05
606,612623535,53.32887825,-6.303362208,53.3288989,-6.3031941,0.00016937155063348632
607,11675717,53.364969,-6.319266,53.3650842,-6.3195947,0.00034830264138967795
608,301810840,53.38808855,-6.199225223,53.3881275,-6.1984974,0.0007288644742539003
610,5167772734,53.32764353,-6.244392851,53.3277124,-6.2445852,0.00020430666827398955
611,13228193,53.3962867,-6.2169049,53.396143,-6.2163788,0.0005453722581858562
612,659788,53.34793766,-6.263643766,53.347914,-6.2636112,4.025344650934105e-05
613,9100861,53.3306178,-6.2518993,53.3307099,-6.2519728,0.00011783318717844106
614,389703,53.32930203,-6.248420171,53.3292805,-6.2483739,5.103475620546322e-05
615,47212118,53.319603,-6.232702,53.31965,-6.2326818,5.115701320632554e-05
616,1432597857,53.3930897,-6.2213413,53.3932092,-6.2216213,0.0003044343114712049
617,32434948,53.38990084,-6.193174381,53.3899013,-6.1931598,1.458825421372556e-05
618,666360,53.3241866,-6.2523517,53.3243339,-6.2527072,0.0003848084458535123
619,1410014052,53.32638273,-6.32219781,53.3263154,-6.3220151,0.0001947210132470663
620,1420144288,53.328099,-6.241527,53.3279868,-6.2416212,0.00014650078498397082
622,1448442,53.340691,-6.265586,53.3406939,-6.2656081,2.2289459391869244e-05
623,666729,53.321366,-6.267498,53.3213408,-6.2675625,6.924803246212898e-05
624,272405930,53.3774714,-6.2580005,53.3773758,-6.2581852,0.0002079746378744526
625,577470678,53.34566978,-6.26503475,53.3457101,-6.2650575,4.6295409056778043e-05
626,12284691,53.38913522,-6.152513016,53.3891408,-6.1524959,1.800260692268877e-05
627,5429845870,53.3652453,-6.204829,53.3655465,-6.2047386,0.00031447352830035557
628,11675757,53.35331181,-6.285299255,53.3533129,-6.2852884,1.0909588672335263e-05
629,359961948,53.32674015,-6.313319206,53.326589,-6.3138704,0.000571542778920344
630,91482803,53.36684735,-6.17264609,53.3670875,-6.1726272,0.00024089179022576866
631,1426961969,53.36716065,-6.194883585,53.3672401,-6.1948987,8.087500061245102e-05
632,26413724,53.3692689,-6.1944541,53.36919,-6.1945167,0.00010071727756352709
633,1426961451,53.362396,-6.19604,53.3624615,-6.1955583,0.00048613284192759195
634,53484116,53.39845917,-6.16003412,53.3984567,-6.1595498,0.00048432629837745733
635,968108527,53.39824711,-6.156052823,53.3992875,-6.1548079,0.0016224193748930866
636,256891511,53.3202912,-6.2059826,53.3200202,-6.206058,0.0002812937254879267
637,1430847136,53.33122057,-6.297950149,53.3311765,-6.2979054,6.280635239439774e-05
638,2789181647,53.320579,-6.2983354,53.3206275,-6.2982328,0.0001134857259739278
639,28850802,53.3902525,-6.1915019,53.3901844,-6.1914648,7.755011282999741e-05
640,298543126,53.3862135,-6.2549866,53.3865435,-6.2538889,0.0011462309060582816
641,27688214,53.30386386,-6.293915394,53.3038826,-6.2938673,5.161608698928515e-05
642,27688164,53.30570543,-6.290911843,53.3058012,-6.2907352,0.00020093442300362355
647,736979902,53.3575631,-6.251277,53.3576463,-6.2510283,0.0002622478407917074
648,606191348,53.33213808,-6.231785119,53.3323053,-6.2317199,0.0001794882903188973
649,67397078,53.3843923,-6.2210689,53.3845372,-6.2208819,0.00023656924990031087
650,258075612,53.313149,-6.2470577,53.3131388,-6.247058,1.0204410816524564e-05
651,4238371,53.342196,-6.32894,53.3421903,-6.3289236,1.7362315514468824e-05
652,4802701903,53.383702,-6.2765,53.3834083,-6.2764151,0.0003057248763188512
653,1573119435,53.34059504,-6.27239547,53.3406087,-6.2722441,0.0001519851061784517
654,4238370,53.342091,-6.325348,53.3420447,-6.325338,4.736760496468038e-05
655,91482807,53.36130857,-6.214753217,53.361318,-6.2147431,1.3830350284173659e-05
656,187658886,53.3785341,-6.2300358,53.3784444,-6.2301038,0.00011256149430758557
658,30979474,53.3420237,-6.2365483,53.3421017,-6.2360254,0.000528685549263745
659,27398676,53.37593724,-6.242346615,53.3758841,-6.2422964,7.311228231178554e-05
660,26770318,53.34760463,-6.241201531,53.3476215,-6.2411872,2.2135366748888695e-05
661,2373223771,53.340641,-6.311762,53.3409712,-6.3117433,0.00033072908853067816
662,26165090,53.33925692,-6.264346684,53.3392591,-6.26433,1.682582110979974e-05
663,135109528,53.3397015,-6.264034095,53.3396473,-6.2641055,8.964549081981854e-05
664,389632,53.34579617,-6.29618408,53.3457913,-6.2961658,1.8917592340919033e-05
665,11661938748,53.34360607,-6.270067957,53.3436078,-6.2699969,7.10780567338797e-05
666,1426051354,53.3441691,-6.2662089,53.3441785,-6.2658996,0.00030944280570033473
667,18896133,53.362105,-6.299983,53.3624979,-6.3000806,0.0004048409193758675
668,133307292,53.336765,-6.2631501,53.3365378,-6.2632841,0.0002637723260672997
670,440865170,53.36807279,-6.30378423,53.3685819,-6.3047356,0.001079026352321043
671,77002043,53.316773,-6.265523,53.3167246,-6.265176,0.00035035918712014047
672,846308369,53.38994938,-6.272031963,53.3900058,-6.2721898,0.0001676178241384382
676,953181582,53.34656,-6.383297,53.3415187,-6.3859135,0.005679857211228998
677,247691221,53.35125441,-6.225855344,53.3512798,-6.2259659,0.00011343403914124573
679,2670213085,53.324163,-6.327237,53.3240965,-6.3272462,6.713337470592454e-05
680,11675796,53.390168,-6.199851,53.3901824,-6.1998459,1.5276452465677905e-05
682,411503277,53.350294,-6.272273,53.3502447,-6.272458,0.00019145623520819407
684,29400048,53.31101916,-6.27828166,53.3113423,-6.2777992,0.000580678147685928
686,559558171,53.3254722,-6.2652374,53.3256942,-6.2650513,0.00028968467339602895
687,606377547,53.377189,-6.275296,53.3784736,-6.2751538,0.0012924465172669047
688,301818034,53.396567,-6.182179,53.3964178,-6.1815415,0.0006547265765176334
689,108019634,53.394581,-6.160919,53.3945603,-6.1609106,2.233942702949248e-05
690,6310880579,53.3761333,-6.2700266,53.3763388,-6.2698477,0.00027246185054039337
691,1469664217,53.37761719,-6.248155097,53.3776804,-6.2481673,6.437714896662457e-05
692,196222371,53.337597,-6.347597,53.337594,-6.347601,4.99999999945544e-06
693,54823298,53.3105567,-6.289794,53.3104601,-6.2898607,0.00011739016142718081
694,243480947,53.37730147,-6.196350693,53.3773053,-6.1963604,1.0435264683761925e-05
695,3483832496,53.373275,-6.194027,53.3753492,-6.1937698,0.002090085519784106
696,241772752,53.36589,-6.195127,53.3659058,-6.1951044,2.757535131256056e-05
697,1095709440,53.366931,-6.203993,53.3668873,-6.2041794,0.00019145404148280005
699,2661402209,53.324038,-6.279767,53.3240006,-6.2797512,4.060049261115267e-05
700,14653167,53.367348,-6.299733,53.3673223,-6.3000079,0.00027609871423112364
701,709714032,53.372135,-6.22266,53.3721455,-6.2226467,1.6945205812854086e-05
702,67079574,53.307467,-6.278622,53.3075047,-6.2780403,0.0005829203890761322
703,12428369,53.377002,-6.264728,53.3771233,-6.2648753,0.00019081661353477844
704,1430068176,53.3728606,-6.26581192,53.3727646,-6.2658779,0.00011648759762805788
705,1230016431,53.382966,-6.317987,53.3829023,-6.3180547,9.2956871724385e-05
706,247957591,53.337647,-6.226662,53.337693,-6.2263273,0.00033784625201457185
707,130253642,53.331854,-6.264628,53.3317939,-6.2646655,7.083967814646104e-05
708,27417734,53.35236989,-6.243559804,53.3523743,-6.2435436,1.6793383102792345e-05
709,247176928,53.3679443,-6.2395667,53.3676778,-6.2396239,0.00027256942234470794
710,1442755,53.3468032,-6.2659467,53.346805,-6.2659153,3.145155004180979e-05
711,26756133,53.34648366,-6.268027771,53.3464833,-6.2680572,2.943120182771153e-05
712,247649804,53.36483797,-6.239865205,53.3648421,-6.2398526,1.3264347890202027e-05
713,10807129106,53.38453092,-6.216289748,53.3844422,-6.216338,0.00010099254380471815
714,321859983,53.35602971,-6.248369515,53.3559561,-6.2483566,7.473439184990267e-05
715,1423546560,53.3733333,-6.2686406,53.3734784,-6.268664,0.00014697472572288995
716,6304109,53.39085398,-6.319652536,53.3908477,-6.3196725,2.0928442273713563e-05
717,2379086595,53.34198093,-6.316827536,53.3419734,-6.3166861,0.00014163630535959926
718,527734964,53.355731,-6.257995,53.3557391,-6.2580298,3.5730239294320766e-05
720,1426048871,53.339405,-6.274768,53.3393866,-6.2747397,3.375574025386322e-05
722,3451017457,53.33270331,-6.2604787,53.332498,-6.2604219,0.0002130221493163473
723,59665180,53.319448,-6.230166,53.3194335,-6.2304197,0.0002541140295221428
724,255238267,53.34024873,-6.21476547,53.3402512,-6.2147336,3.196557210480433e-05
725,31931811,53.3426237,-6.215042,53.3424222,-6.2146796,0.00041465167309253194
726,1813017088,53.399607,-6.26408,53.3988392,-6.2651961,0.0013546940798602454
727,187784968,53.40293827,-6.179582458,53.4028833,-6.1795559,6.104939200385508e-05
728,12117920,53.3674745,-6.2508214,53.367464,-6.2505876,0.00023403565967630003
729,1426100476,53.33867,-6.279439,53.3386606,-6.2794651,2.7741124708279765e-05
730,15413034,53.367229,-6.295876,53.3671587,-6.2960096,0.00015096704938687253
731,12430755,53.365371,-6.28926,53.3653283,-6.2890933,0.00017208189910603903
733,68422447,53.337258,-6.286343,53.3372715,-6.2862494,9.456854656787784e-05
734,330940459,53.359634,-6.23199,53.3569762,-6.2326439,0.0027370579186434124
735,5438601535,53.4016374,-6.1807596,53.4024445,-6.1802835,0.0009370600941268116
736,249752706,53.38053,-6.200682,53.380615,-6.2009885,0.0003180679958753403
737,243480949,53.3785,-6.193925,53.3782378,-6.1944218,0.0005617464552629606
738,15855893,53.33480041,-6.32773608,53.3348266,-6.3277864,5.672758147463744e-05
739,249183582,53.34119,-6.225724,53.3411412,-6.2256822,6.425480526377154e-05
740,7491277317,53.3716879,-6.2450338,53.3723201,-6.2452803,0.0006785566225503742
741,12117945,53.3499139,-6.280252253,53.3498774,-6.2800736,0.00018234347920604825
742,4315710336,53.35052969,-6.279824442,53.3505687,-6.279584,0.00024358599192803734
743,12428435,53.348685,-6.281942,53.3487434,-6.28196,6.111104645810997e-05
744,8914657804,53.3367547,-6.2598865,53.3367512,-6.2594042,0.00048231269939809314
745,1417058887,53.39654693,-6.264009476,53.3967243,-6.264045,0.00018089243067930617
746,31015308,53.3478008,-6.243842338,53.3463753,-6.2435147,0.001462667737065962
747,32436420,53.3792776,-6.1752111,53.3796816,-6.175026,0.000444384979490722
748,32435517,53.38032768,-6.172593241,53.3803078,-6.1723556,0.00023847108688716378
749,1426048717,53.33230783,-6.271553227,53.3323192,-6.2713642,0.00018936864478881314
750,28230869,53.3674069,-6.2553931,53.3675521,-6.2554677,0.00016324276400361378
751,1397022505,53.3314719,-6.2790499,53.3315954,-6.278747,0.00032710955351442116
752,25973666,53.32493616,-6.302289368,53.3248473,-6.302011,0.00029220684972069825
753,32058269,53.348446,-6.279865,53.3484736,-6.2798346,4.10599561587814e-05
754,344668040,53.33536899,-6.289478391,53.3354692,-6.2894668,0.00010087812141833192
755,2837705709,53.3942251,-6.2640546,53.394361,-6.2640355,0.0001372356367747211
756,25757771,53.342419,-6.356215,53.3424192,-6.3561995,1.550129026885389e-05
757,130234380,53.350682,-6.276794,53.3498326,-6.2768951,0.0008553955634674811
758,26189923,53.3324442,-6.2531583,53.3325867,-6.2533119,0.00020952138315869648
759,1426048854,53.33873452,-6.27796845,53.3388105,-6.2778357,0.00015295595084825736
760,26913023,53.34639164,-6.282639314,53.3464033,-6.2826595,2.3311589306181023e-05
761,12428410,53.346885,-6.282501,53.3468793,-6.282512,1.2389108120647433e-05
762,147075601,53.342289,-6.343675,53.3418912,-6.3424542,0.0012839772116367775
763,272391552,53.380966,-6.265633,53.380664,-6.2657407,0.0003206295214085613
764,658464,53.3348904,-6.25591674,53.3344008,-6.2552554,0.0008228479541210858
765,642405023,53.337936,-6.2415366,53.3379888,-6.24155,5.447384693489445e-05
766,32435532,53.388335,-6.182174,53.388143,-6.1822553,0.0002085034532072491
767,307478683,53.323834,-6.33406,53.3238655,-6.3346816,0.0006223976301364744
768,335596132,53.334158,-6.326539,53.3342988,-6.3265001,0.00014607480959835632
769,4426389554,53.33434393,-6.325080693,53.3344852,-6.3252424,0.00021472393147680603
770,330300876,53.33527529,-6.317468584,53.3352341,-6.3175035,5.399762176033288e-05
771,252816911,53.34324077,-6.290988583,53.343346,-6.2911155,0.0001648674552120993
772,2601914801,53.3480536,-6.2897224,53.3479205,-6.2899488,0.0002626262934288105
773,3451159908,53.34718312,-6.28015948,53.347188,-6.2801662,8.304986457393649e-06
774,2576422879,53.3471557,-6.278310944,53.3470856,-6.2783599,8.550263116569394e-05
775,130235976,53.347111,-6.276985,53.3468632,-6.2770429,0.00025447445844012525
776,130236108,53.34707,-6.274992,53.3464531,-6.2752765,0.0006793422259843576
777,480606980,53.34680112,-6.27284357,53.3467314,-6.2724677,0.0003822814869960482
778,10306668145,53.34689962,-6.27047036,53.3470347,-6.2702663,0.00024471838917379453
780,2380664141,53.332423,-6.256284,53.3315263,-6.2561291,0.000909980714079801
781,257819123,53.31049515,-6.251933165,53.3101679,-6.2519172,0.0003276391974774565
782,1396449287,53.34907,-6.26005,53.3490864,-6.2600878,4.120436870062494e-05
783,666331,53.340414,-6.315466,53.3402647,-6.3157507,0.0003214725182672974
785,5438600007,53.4042,-6.183673,53.404207,-6.1836543,1.9967223140761257e-05
786,27688164,53.305697,-6.290874,53.3058012,-6.2907352,0.00017356001843422294
787,3479287918,53.387864,-6.200876,53.3869433,-6.2014093,0.0010640006484975008
788,361221993,53.334098,-6.319621,53.3329244,-6.3195636,0.0011750028595651858
789,59768315,53.330668,-6.215795,53.3305362,-6.2157192,0.0001520423625226941
790,323177783,53.335698,-6.220275,53.3357736,-6.2204395,0.00018104035461873066
791,1422244165,53.36685706,-6.218630618,53.3668726,-6.2186339,1.5882793330994974e-05
